id,name,size,proof,abv,spirit_type,brand_id,popularity,image_url,avg_msrp,fair_price,shelf_price,total_score,wishlist_count,vote_count,bar_count,ranking
286,Buffalo Trace Kosher Wheat 7 Year,750,,47,Bourbon,245,200,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec9DcfxtrwJNKsqq,39.99,85.93,79.98,1984,276,566,1142,192
21466,James E. Pepper Barrel Proof Bourbon,750,105.4,52.7,Bourbon,550,100045,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec8pklFoPunGfATF,64.99,80.06,72.48,1979,257,437,1285,193
19559,Redwood Empire Pipe Dream Cask Strength,750,117,58.5,Bourbon,445,100031,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recDvBiLOCJFD8ULj,70,103.14,75.89,1977,305,424,1248,194
17089,Woodford Reserve Master's Collection Batch Proof 128.3,750,128,64,Bourbon,2004,1960,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recT4oa9621BqzqWR,130,187.36,350.89,1973,779,603,591,195
3123,Jameson Irish Whiskey Triple Distilled,750,80,40,Irish Whiskey,214,1996,https://d1w35me0y6a2bb.cloudfront.net/newproducts/rec72JDJEjoMIYjzf,28.69,33.53,37.24,1970,190,578,1202,196
3205,Rabbit Hole Dareringer Sherry Bourbon Cask,750,93,46.5,Bourbon,573,200,https://d1w35me0y6a2bb.cloudfront.net/newproducts/reci2r5koMIa3li3M,71.45,111.06,94.89,1965,210,548,1207,197
3265,Crown Royal Salted Caramel,750,70,35,Canadian Whisky,182,100029,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recjW5MWKuAREMjFt,28.14,51.64,30.11,1943,119,499,1325,198
3152,George Dickel Bottled in Bond Tennessee Whiskey 13 Year,750,100,50,Whiskey,486,1600,https://d1w35me0y6a2bb.cloudfront.net/newproducts/reciPtFsn8BCFlQyt,40.3,66.26,79.98,1939,209,588,1142,199
18233,Elijah Craig Barrel Proof Batch B522,750,121,60.5,Bourbon,2,1200,https://d1w35me0y6a2bb.cloudfront.net/newproducts/70e0a3c0-d40b-4c1a-ae5f-1279add8df4f,72.47,113.91,89.97,1938,127,436,1375,200
2331,Eagle Rare 10 Year,375,90,45,Bourbon,542,,https://d1w35me0y6a2bb.cloudfront.net/newproducts/recX9Tqmo30jkzrbv,17.63,63.59,24.99,1919,126,524,1269,201
